ts	task	variant	repeat	model	success	cost_usd	turns	duration_ms	in_tokens	cache_creation	cache_read	out_tokens	terminal_reason	session_id	cli_version
2026-09-09T13:02:00	js-express-errors-xl-014	E	6	sonnet	0	0.13218059999999998	13	36715	14	16882	215453	2048	completed	20739d87-9534-4336-9126-3ee117cbe0d8	2.1.263 (Claude Code)
2026-09-09T13:02:36	js-express-errors-xl-014	E	7	sonnet	1	0.141031	14	25423	14	18730	225295	1997	completed	6610dec9-3247-4122-95aa-1aa735a162fd	2.1.263 (Claude Code)
2026-09-09T13:03:11	js-express-errors-xl-014	E	8	sonnet	1	0.146723	13	24709	16	18681	260865	1874	completed	1acf81cb-8a8f-44a2-820d-b8a4e25bbe7d	2.1.263 (Claude Code)
2026-09-09T13:03:55	js-express-errors-xl-014	E	9	sonnet	1	0.19591239999999996	13	33161	16	26879	307552	2580	completed	47bbb191-9b28-4777-a110-8fcdfd9681db	2.1.263 (Claude Code)
2026-09-09T13:04:25	js-express-errors-xl-014	E	10	sonnet	1	0.12537540000000003	11	19409	12	17876	188617	1509	completed	ddd8a0bd-a216-488c-9694-449c5a94a9c7	2.1.263 (Claude Code)
2026-09-09T13:05:14	js-express-errors-xl-014	F	1	sonnet	1	0.14303459999999998	12	38346	16	17229	245813	2387	completed	aaffb0d2-a5e4-4770-945f-33cfd011d85c	2.1.263 (Claude Code)
2026-09-09T13:05:52	js-express-errors-xl-014	F	2	sonnet	1	0.13201200000000002	13	27271	16	15040	235980	2357	completed	2c8547b2-a346-498f-8aab-29237c632c16	2.1.263 (Claude Code)
2026-09-09T13:06:22	js-express-errors-xl-014	F	3	sonnet	1	0.11457300000000001	10	19674	12	15809	178145	1463	completed	18c25bd7-4a76-4a7c-9e0b-f21c71e1bd01	2.1.263 (Claude Code)
2026-09-09T13:07:06	js-express-errors-xl-014	F	4	sonnet	1	0.14661180000000001	13	32759	18	15894	269329	2808	completed	48f80271-e866-4c09-a799-081ac508ffd2	2.1.263 (Claude Code)
2026-09-09T14:04:09	js-express-errors-xl-014	F	5	sonnet	1	0.12466379999999999	11	3412800	18	12728	263559	1995	completed	10c98ede-b22c-4898-bae6-830a6bf062c3	2.1.263 (Claude Code)
2026-09-09T14:04:47	js-express-errors-xl-014	F	6	sonnet	1	0.13519119999999998	14	27673	14	17041	214376	2307	completed	5eeafc01-8b20-4048-92de-eee6453a420d	2.1.263 (Claude Code)
2026-09-09T14:05:28	js-express-errors-xl-014	F	7	sonnet	0	0.14827060000000003	13	30344	20	15573	299773	2495	completed	c216d5f4-f38d-4d0b-8469-78b99a0843bb	2.1.263 (Claude Code)
2026-09-09T14:06:18	js-express-errors-xl-014	F	8	sonnet	1	0.171922	16	39190	26	15825	392930	2895	completed	d2064d2e-5e28-4617-bbcc-7fd116590c3d	2.1.263 (Claude Code)
2026-09-09T14:07:06	js-express-errors-xl-014	F	9	sonnet	1	0.14089940000000004	14	37109	20	15231	294857	1991	completed	ba6b48f8-236b-46fb-8314-6aaf1b044e83	2.1.263 (Claude Code)
2026-09-09T14:08:03	js-express-errors-xl-014	F	10	sonnet	1	0.2154842	21	45871	28	20736	466001	3823	completed	3c8cf2e1-8b39-44e1-9b53-c897013a4d67	2.1.263 (Claude Code)
